7,Crystal Palace,27.17,27.15,3.14,29.0,23.38,10.21,18.0,17.71,12.47,1562.0,1585.9,1047.05,0.0,1.86,3.37,1.0,1.52,2.09,2.0,3.48,3.25,0.0,0.19,0.4,1.0,2.44,3.34,1.2,1.88,2.11,11.0,21.1,21.89,46.0,48.67,38.25,10.0,48.19,62.81,0.0,0.09,0.13,0.03,0.06,0.08,0.08,0.14,0.14,0.11,0.1,0.07,1.38,1.38,,66.9,66.9,,29.4,29.4,,50.0,50.0,,33.3,30.12,18.02,0.34,0.5,0.47,0.0,0.06,0.09,17.7,18.14,5.67,511.0,504.38,382.23,75.6,74.23,6.96,8122.0,9060.9,7422.37,85.3,84.42,6.45,82.0,79.97,10.58,46.7,49.84,18.5,9.0,15.62,15.76,27.0,37.81,31.63,4.0,11.43,12.01,1.0,2.81,4.07,46.0,48.67,38.25,26.0,36.29,33.82,2.06,2.2,1.5,3.0,3.52,3.31,0.16,0.18,0.17,21.0,32.62,29.19,14.0,19.14,18.12,23.0,27.95,21.55,15.0,14.05,9.84,19.0,20.48,17.7,3.0,5.9,6.77,13.0,14.57,12.77,11.0,13.67,14.07,827.0,860.86,604.16,27.0,107.71,212.6,172.0,322.71,357.73,367.0,358.14,264.31,137.0,188.24,178.24,15.0,32.57,34.79,12.0,20.33,28.56,40.95,41.49,23.87,46.6,48.24,26.48,413.0,431.52,304.65,949.0,1055.0,767.83,11.0,21.1,21.89,10.0,15.0,13.66,1.0,5.19,7.51,14.0,21.0,20.38,13.0,14.38,14.11,510.0,499.67,342.67,10.0,48.19,62.81,12.0,17.62,15.85,18.0,17.24,14.97,1.0,3.14,4.91,11.0,25.43,31.19,60.0,70.86,52.54,17.0,21.67,21.55,19.0,27.14,24.63,43.4,41.18,18.61
8,Everton,26.52,27.96,5.03,23.5,21.73,9.17,14.5,16.95,10.56,1281.0,1520.27,893.06,1.0,1.41,1.97,1.0,0.91,1.11,3.0,3.23,2.22,0.0,0.09,0.29,1.1,1.67,1.95,1.05,1.28,1.11,12.0,19.73,19.99,36.0,41.32,34.32,23.5,40.5,39.9,0.04,0.09,0.12,0.03,0.06,0.08,0.05,0.11,0.12,0.06,0.08,0.07,1.21,1.21,,71.5,71.5,,29.4,29.4,,100.0,100.0,,35.7,32.6,23.21,0.25,0.37,0.39,0.05,0.08,0.1,17.3,17.27,5.31,412.0,453.18,330.29,73.65,74.27,7.87,7161.5,8580.32,7618.26,86.2,85.37,7.59,82.7,79.83,12.29,56.35,57.19,15.18,9.0,12.09,9.94,34.5,40.14,34.02,8.0,10.55,10.15,1.5,3.64,5.33,36.0,41.32,34.32,24.5,28.68,19.44,1.79,1.88,1.11,2.0,2.36,2.06,0.1,0.16,0.15,23.5,30.05,28.11,13.5,17.59,17.0,22.0,26.64,22.04,8.0,12.95,11.08,12.5,15.95,14.2,3.0,5.77,9.31,7.5,10.18,8.41,9.5,13.55,12.72,689.5,780.27,501.72,31.0,99.5,214.04,165.5,282.91,352.74,292.0,313.73,227.48,171.0,192.05,140.18,18.5,29.14,25.32,18.0,26.45,29.46,47.2,48.04,19.68,45.0,44.5,20.29,325.5,377.32,239.77,714.0,1012.27,794.27,12.0,19.73,19.99,11.5,14.59,11.22,2.0,5.0,6.94,12.5,20.91,19.46,11.0,15.91,13.71,404.0,448.82,269.48,23.5,40.5,39.9,15.0,17.77,13.63,13.0,15.0,12.41,1.0,3.5,6.31,7.5,27.36,35.58,55.0,61.95,46.65,10.0,24.73,28.8,14.5,22.64,22.78,50.6,48.35,18.38
9,Fulham,28.81,28.8,3.35,26.0,23.77,9.21,17.0,16.95,11.18,1596.5,1523.27,935.53,0.5,2.23,3.26,1.0,1.91,2.56,2.0,3.18,2.97,0.0,0.09,0.29,1.0,2.08,2.67,0.95,1.59,1.82,22.0,32.18,35.31,51.0,63.86,48.53,38.0,62.77,70.34,0.02,0.17,0.25,0.09,0.11,0.12,0.1,0.15,0.15,0.08,0.1,0.08,1.35,1.35,,68.3,68.3,,14.7,14.7,,0.0,0.0,,30.6,29.33,18.6,0.26,0.54,0.61,0.06,0.07,0.09,15.4,16.42,4.31,643.0,661.5,493.45,81.5,80.32,7.88,10959.5,11796.55,9638.52,90.6,88.52,6.6,84.75,84.45,9.09,56.2,58.61,12.64,9.5,16.0,16.53,44.5,54.77,46.88,7.0,13.41,18.33,2.5,4.23,6.71,51.0,63.86,48.53,30.0,37.73,31.06,2.22,2.54,1.7,3.0,4.14,4.27,0.18,0.24,0.21,23.0,27.18,21.84,12.0,16.64,14.13,18.0,22.95,19.85,8.0,11.23,10.8,14.0,15.05,10.94,2.0,4.5,6.12,9.5,10.55,8.03,8.5,12.41,13.51,950.0,975.77,670.4,26.5,106.05,229.9,154.5,327.23,387.48,379.0,401.86,314.42,204.0,257.09,222.63,32.0,38.0,37.0,18.5,26.09,26.12,44.0,43.67,18.7,41.3,37.13,14.66,526.5,578.0,409.21,1213.0,1563.95,1265.63,22.0,32.18,35.31,17.5,22.64,22.97,4.5,9.18,11.16,14.5,20.5,17.77,7.5,11.36,11.5,632.5,654.82,446.82,38.0,62.77,70.34,15.0,17.18,13.34,15.0,14.68,10.75,1.0,1.77,3.19,15.0,36.82,50.4,58.0,65.91,44.02,15.0,21.82,22.34,19.0,21.77,20.12,47.75,45.81,21.4
10,Ipswich Town,26.68,26.88,3.15,18.0,17.67,8.74,11.0,12.47,9.49,952.5,1113.77,781.74,0.0,1.07,2.29,0.0,0.8,1.06,2.0,2.83,2.51,0.0,0.17,0.38,0.6,1.04,1.72,0.4,0.7,0.96,9.0,14.63,17.82,20.0,27.13,25.3,14.5,26.73,34.92,0.0,0.08,0.13,0.0,0.07,0.11,0.04,0.09,0.11,0.03,0.06,0.06,2.5,2.33,0.44,60.0,62.53,6.58,5.6,7.43,8.5,0.0,0.0,0.0,22.85,28.51,24.24,0.08,0.29,0.38,0.06,0.07,0.07,16.15,16.59,5.24,207.5,336.3,302.78,75.7,74.96,8.25,4188.0,5993.97,5464.01,87.0,87.09,7.39,84.5,81.43,11.15,50.0,48.16,13.5,4.5,8.0,10.97,16.5,25.37,27.8,4.0,4.83,5.91,0.0,1.47,2.74,20.0,27.13,25.3,12.5,18.6,20.58,1.34,1.52,1.24,1.0,1.73,2.02,0.1,0.13,0.16,12.5,17.9,16.07,8.0,10.07,9.04,12.0,18.37,16.48,6.5,9.63,9.36,8.0,13.33,13.97,2.0,5.73,9.64,6.5,7.6,7.51,6.5,9.53,9.41,396.0,563.57,456.6,27.5,90.97,131.03,118.5,230.93,246.42,149.5,221.9,208.92,102.0,117.0,120.37,11.5,17.23,20.94,8.0,18.37,26.09,45.35,44.35,11.74,44.85,45.35,9.33,213.5,278.83,218.91,563.0,753.97,600.95,9.0,14.63,17.82,6.5,9.77,10.88,1.5,4.3,7.42,11.0,16.3,20.28,5.0,10.33,13.79,247.0,333.07,275.74,14.5,26.73,34.92,8.5,12.9,14.42,8.5,11.87,11.46,0.5,1.5,2.78,6.0,14.73,28.58,36.0,43.03,35.34,7.0,16.2,21.58,13.0,16.2,17.74,52.6,52.49,26.3
11,Leicester City,26.73,27.2,4.46,21.0,19.73,9.57,14.5,14.38,9.81,1355.0,1292.23,811.22,0.0,1.04,1.8,0.0,0.81,1.13,2.0,3.08,2.58,0.0,0.0,0.0,0.35,1.13,2.08,0.4,0.87,1.06,14.0,20.35,22.2,28.5,37.96,34.59,19.5,37.46,40.22,0.0,0.06,0.09,0.0,0.06,0.09,0.04,0.07,0.09,0.02,0.07,0.08,2.19,2.73,1.1,58.6,54.37,12.79,0.0,1.23,2.14,25.0,25.0,,33.45,34.12,22.78,0.22,0.27,0.26,0.0,0.06,0.07,17.35,17.93,5.82,404.0,483.85,361.56,77.6,77.94,8.38,6180.5,8105.58,6262.13,88.7,88.65,6.96,83.2,84.21,9.19,52.8,55.5,17.72,6.0,8.62,8.83,23.0,34.15,31.38,5.5,7.62,8.38,1.0,2.42,3.98,28.5,37.96,34.59,14.0,19.92,18.21,1.39,1.33,0.98,1.0,1.81,2.35,0.05,0.12,0.15,21.5,25.38,21.94,12.0,14.85,13.17,18.5,24.27,21.5,10.0,12.69,11.82,15.0,17.27,13.69,3.5,6.62,8.11,9.0,10.65,8.35,9.0,11.31,11.61,740.5,754.46,511.97,33.0,99.12,166.4,147.5,275.96,278.99,320.0,343.58,271.4,100.5,142.23,132.37,15.5,21.77,23.94,11.5,22.46,26.61,41.3,43.7,28.2,48.55,48.3,25.45,437.5,428.42,280.6,1080.5,1065.15,734.15,14.0,20.35,22.2,8.0,12.85,12.08,2.5,4.81,6.18,12.0,17.0,15.62,7.5,11.31,12.83,468.5,479.54,320.7,19.5,37.46,40.22,13.0,14.0,10.65,11.0,13.0,11.33,1.0,2.23,4.89,9.5,22.0,27.36,41.0,51.65,37.2,11.5,17.58,16.56,15.0,19.58,17.5,50.5,49.45,19.77
12,Liverpool,26.43,27.19,3.69,28.0,24.48,8.9,19.0,17.81,11.99,1627.0,1596.38,981.76,1.0,3.76,6.5,2.0,2.81,3.97,3.0,2.95,2.29,0.0,0.1,0.3,1.7,3.63,5.49,1.2,2.63,3.12,23.0,35.19,36.4,67.0,81.38,67.27,54.0,80.62,107.99,0.04,0.17,0.24,0.14,0.15,0.15,0.07,0.19,0.21,0.11,0.14,0.12,1.02,1.02,0.25,69.7,69.7,2.97,38.75,38.75,1.77,100.0,100.0,,32.8,31.73,14.95,0.35,0.51,0.45,0.08,0.07,0.07,14.65,15.48,3.99,630.0,778.1,629.73,83.7,82.85,7.47,11124.0,13238.14,11217.99,91.8,91.2,5.88,88.3,86.71,9.67,60.8,60.32,15.2,11.0,22.0,22.65,39.0,67.71,70.61,8.0,18.62,22.6,1.0,3.62,5.88,67.0,81.38,67.27,35.0,49.81,45.48,2.71,2.63,1.55,4.0,6.48,6.57,0.34,0.35,0.26,26.0,28.05,24.08,15.0,17.29,14.77,19.0,28.29,27.88,9.0,13.33,13.79,9.0,15.43,14.71,2.0,3.95,4.57,8.0,11.48,12.75,7.0,12.9,15.75,801.0,1102.05,814.89,27.0,97.71,150.73,160.0,301.38,321.09,280.0,497.52,465.12,195.0,312.81,282.09,42.0,55.81,72.3,16.0,28.24,35.28,49.0,54.91,20.87,41.6,37.98,19.68,510.0,632.71,454.48,1383.0,1718.48,1233.32,23.0,35.19,36.4,17.0,23.76,21.27,5.0,13.71,25.81,19.0,22.57,24.78,11.0,14.48,15.83,570.0,769.67,567.96,54.0,80.62,107.99,15.0,18.52,16.46,12.0,15.19,13.2,1.0,2.62,4.4,6.0,31.05,44.27,62.0,68.86,49.32,9.0,17.9,25.98,12.0,15.95,13.0,42.9,50.48,21.81
13,Manchester City,26.67,26.98,4.91,22.0,19.24,8.76,16.0,14.92,8.41,1404.0,1341.76,744.17,1.0,2.6,4.41,0.0,1.88,2.51,2.0,2.32,1.75,0.0,0.04,0.2,1.2,2.5,4.17,1.5,1.99,2.22,34.0,40.56,43.48,62.0,68.16,58.15,25.0,67.48,75.24,0.06,0.18,0.25,0.0,0.1,0.14,0.07,0.16,0.22,0.07,0.12,0.13,1.31,1.31,0.23,68.25,68.25,0.35,28.4,28.4,4.81,0.0,0.0,0.0,32.45,31.47,21.2,0.33,0.47,0.53,0.11,0.14,0.21,17.9,17.03,4.81,676.0,767.72,566.63,87.7,86.55,6.86,10078.0,12456.0,9299.12,94.3,92.15,6.01,92.1,89.58,7.79,62.5,59.55,12.25,9.0,16.92,16.48,42.0,59.68,61.62,11.0,15.32,15.52,1.0,2.28,3.06,62.0,68.16,58.15,33.0,39.04,33.14,2.13,2.42,1.76,3.0,4.56,4.43,0.28,0.28,0.24,15.0,17.68,16.07,7.0,10.8,10.43,12.0,16.12,14.95,6.0,8.52,8.21,11.0,12.04,9.23,1.0,3.2,4.7,9.0,8.84,6.73,5.0,7.96,8.26,878.0,1000.36,670.04,35.0,76.12,134.09,197.0,234.16,233.0,331.0,430.92,377.44,324.0,343.48,270.09,22.0,47.12,50.6,21.0,28.64,39.31,45.5,48.49,26.66,35.1,37.22,23.67,563.0,643.48,446.04,1674.0,1994.16,1516.49,34.0,40.56,43.48,23.0,30.36,26.89,3.0,14.04,22.04,10.0,16.72,14.83,11.0,14.24,13.92,630.0,757.48,520.49,25.0,67.48,75.24,10.0,10.36,7.97,12.0,13.44,11.17,0.0,1.68,2.46,8.0,22.96,31.08,46.0,51.72,34.71,5.0,10.96,13.41,8.0,11.72,10.98,46.4,45.13,20.99
14,Manchester Utd,25.71,25.9,5.0,20.0,18.78,10.97,14.0,13.78,10.7,1335.0,1231.67,920.11,0.0,1.37,2.2,0.0,0.93,2.06,2.0,2.78,2.38,0.0,0.11,0.42,1.0,1.71,2.32,0.7,1.28,1.68,10.0,22.52,31.57,43.0,46.7,57.14,19.0,46.04,65.46,0.0,0.07,0.11,0.0,0.04,0.09,0.06,0.12,0.15,0.06,0.09,0.09,1.3,1.3,,69.0,69.0,,27.3,27.3,,25.0,25.0,,28.6,26.03,16.7,0.17,0.37,0.46,0.0,0.05,0.07,16.2,16.39,6.01,548.0,550.52,464.27,82.6,82.63,5.92,8304.0,9019.81,8213.12,90.4,89.71,4.67,85.5,84.52,9.19,55.4,58.81,17.64,7.0,13.11,17.41,24.0,37.0,40.63,5.0,10.7,15.05,1.0,2.33,2.96,43.0,46.7,57.14,17.0,30.44,36.2,1.99,2.36,1.46,1.0,2.22,3.83,0.04,0.12,0.2,19.0,27.04,28.05,9.0,16.26,17.15,17.0,23.52,24.57,5.0,10.59,12.24,8.0,12.41,11.03,2.0,3.56,4.94,8.0,8.85,8.56,7.0,12.56,12.84,778.0,810.44,660.53,21.0,82.44,192.25,150.0,282.85,323.58,303.0,343.44,307.11,125.0,191.7,220.9,18.0,31.26,37.57,6.0,20.89,25.51,50.0,46.56,28.16,50.0,47.75,26.4,424.0,494.22,398.99,793.0,1239.41,1105.41,10.0,22.52,31.57,11.0,15.78,18.27,1.0,7.56,15.6,10.0,16.63,17.92,5.0,11.96,13.89,514.0,544.81,436.21,19.0,46.04,65.46,11.0,13.56,11.34,7.0,12.19,11.4,1.0,2.3,3.26,6.0,20.78,36.32,41.0,56.7,51.41,10.0,15.74,16.18,13.0,16.11,18.33,50.1,51.78,24.92
15,Newcastle Utd,27.45,27.94,4.72,27.0,22.57,9.92,13.0,16.26,12.26,1413.0,1459.83,1021.14,0.0,2.74,5.01,1.0,2.09,2.84,2.0,2.57,3.03,0.0,0.04,0.21,0.5,2.55,4.27,0.9,1.85,2.24,14.0,29.09,32.39,56.0,61.17,60.9,22.0,60.74,69.36,0.0,0.16,0.26,0.04,0.11,0.13,0.11,0.14,0.16,0.08,0.1,0.09,1.27,1.27,0.09,70.6,70.6,0.14,39.6,39.6,14.71,50.0,50.0,,25.0,22.92,17.24,0.28,0.37,0.42,0.05,0.09,0.11,14.7,15.62,3.68,459.0,599.43,511.83,81.8,79.65,6.95,6537.0,10098.48,9054.41,88.6,87.71,7.72,86.6,85.27,11.2,51.5,54.02,12.84,8.0,15.52,16.19,26.0,44.17,47.29,8.0,14.91,17.98,0.0,2.78,4.52,56.0,61.17,60.9,27.0,36.13,35.3,2.01,2.08,1.4,3.0,4.78,5.39,0.23,0.23,0.22,22.0,23.83,21.36,14.0,14.57,13.34,27.0,23.43,21.87,9.0,11.22,10.69,17.0,16.74,13.94,3.0,5.61,7.19,9.0,11.13,10.1,6.0,10.78,11.51,747.0,898.13,713.88,26.0,90.0,142.34,122.0,294.43,333.72,225.0,376.13,343.42,127.0,236.3,222.77,31.0,41.7,45.78,7.0,26.43,30.43,47.7,43.63,16.96,42.9,44.04,16.74,471.0,512.13,418.0,1475.0,1393.0,1117.07,14.0,29.09,32.39,13.0,17.83,16.86,4.0,10.43,15.58,11.0,18.61,17.34,7.0,17.65,20.14,538.0,595.09,490.91,22.0,60.74,69.36,9.0,15.39,16.52,11.0,17.61,23.46,2.0,3.04,4.3,9.0,26.74,38.63,46.0,65.0,57.44,7.0,18.48,27.52,12.0,17.78,19.16,50.0,49.68,23.86
16,Nott'ham Forest,27.12,27.25,3.59,28.5,23.14,10.22,18.0,16.5,12.43,1699.5,1482.68,1036.32,1.0,2.36,4.17,1.0,1.73,2.47,2.0,3.23,2.78,0.0,0.09,0.29,1.3,1.85,2.48,1.1,1.35,1.38,12.5,24.68,32.42,34.0,42.55,40.26,17.0,42.23,54.24,0.06,0.12,0.17,0.06,0.1,0.12,0.07,0.11,0.14,0.06,0.09,0.09,1.18,1.18,,74.7,74.7,,39.4,39.4,,0.0,0.0,,36.75,39.08,26.3,0.29,0.44,0.43,0.06,0.08,0.09,18.9,19.18,6.34,367.0,412.77,318.26,76.5,73.65,8.49,5353.5,7057.14,5928.19,88.45,86.23,7.79,81.4,77.44,11.91,44.95,45.01,15.18,9.5,13.32,14.37,25.5,36.32,34.83,6.5,9.14,9.98,0.5,2.27,3.17,34.0,42.55,40.26,23.5,31.5,30.69,1.72,1.93,1.34,2.0,3.77,4.86,0.16,0.22,0.23,20.5,27.77,24.89,13.0,16.86,15.53,18.0,26.23,25.49,7.0,12.73,13.16,11.0,17.36,17.6,3.0,6.41,9.78,7.5,10.95,10.26,11.0,12.68,10.62,768.5,734.95,528.17,32.0,99.23,168.15,145.0,254.55,273.14,230.5,292.5,246.09,123.5,197.32,193.83,21.0,30.32,29.7,11.0,24.09,26.96,42.5,49.67,24.92,38.15,39.12,22.39,347.0,335.0,254.37,800.0,1032.45,956.11,12.5,24.68,32.42,9.5,15.73,17.27,2.0,7.36,11.83,17.5,22.36,22.44,9.0,12.55,12.35,423.5,409.59,309.7,17.0,42.23,54.24,12.0,15.82,13.03,10.0,16.45,16.06,1.0,3.55,5.77,6.0,22.55,34.74,46.0,61.86,50.63,13.0,22.45,24.77,18.5,21.91,24.86,43.85,50.32,20.71
17,Southampton,26.96,26.96,4.23,20.0,18.14,10.06,13.0,12.86,9.51,1122.0,1151.34,828.59,0.0,0.83,1.07,0.0,0.52,0.83,2.0,2.76,2.86,0.0,0.1,0.41,0.5,1.04,1.36,0.5,0.79,0.9,10.0,20.24,26.48,23.0,35.55,38.56,20.0,34.52,37.55,0.0,0.05,0.08,0.0,0.04,0.1,0.04,0.08,0.09,0.03,0.05,0.06,2.33,2.41,0.16,67.5,67.6,2.65,0.0,2.57,4.45,14.3,14.3,20.22,30.0,25.95,22.49,0.15,0.22,0.28,0.05,0.07,0.1,18.3,17.34,6.03,242.0,485.48,464.82,80.2,80.92,8.0,3918.0,8224.21,8264.99,90.9,89.68,6.85,89.5,85.48,10.92,55.05,53.33,17.05,5.0,8.59,8.94,13.0,31.48,38.75,5.0,6.76,7.56,1.0,1.79,2.55,23.0,35.55,38.56,15.0,19.59,19.43,1.43,1.42,0.84,1.0,1.38,1.88,0.06,0.11,0.14,13.0,20.0,18.89,7.0,11.52,10.81,13.0,17.9,14.01,10.0,9.21,6.89,7.0,12.97,14.54,2.0,5.69,8.87,5.0,7.28,7.85,5.0,9.45,12.07,457.0,707.0,616.17,42.0,91.83,166.03,161.0,259.0,312.24,186.0,303.83,297.66,122.0,150.34,145.86,15.0,21.24,20.11,5.0,22.38,31.79,43.85,48.14,27.86,44.55,42.41,28.08,253.0,394.24,349.59,599.0,1070.9,1087.36,10.0,20.24,26.48,9.0,14.93,18.27,1.0,5.07,7.5,9.0,14.55,14.66,5.0,10.97,13.66,338.0,480.28,421.52,20.0,34.52,37.55,12.0,14.34,12.99,8.0,13.28,15.16,0.0,1.48,2.6,6.0,17.1,25.96,23.0,45.03,42.99,8.0,14.17,20.39,8.0,12.38,13.3,54.5,54.17,22.75
18,Tottenham,25.62,25.64,4.54,21.0,18.89,9.28,15.0,13.81,8.12,1252.0,1241.11,696.54,0.0,2.19,3.27,1.0,1.67,2.4,2.0,2.37,2.34,0.0,0.04,0.19,0.7,2.07,2.91,0.9,1.55,2.02,16.0,28.96,28.86,49.0,56.22,47.12,31.0,55.85,69.12,0.0,0.14,0.21,0.05,0.12,0.16,0.07,0.14,0.18,0.08,0.11,0.11,1.75,1.78,0.35,65.2,63.5,6.52,18.2,19.17,5.42,0.0,0.0,,33.3,32.97,19.6,0.3,0.41,0.42,0.06,0.07,0.09,17.0,16.37,5.11,693.0,570.56,370.16,84.8,80.94,8.25,10536.0,9466.22,6381.72,91.3,89.57,6.66,89.8,84.74,10.92,54.4,55.25,15.1,7.0,13.37,17.59,37.0,44.59,39.44,8.0,13.19,16.65,1.0,3.0,5.08,49.0,56.22,47.12,15.0,30.89,36.42,1.63,1.99,1.54,2.0,3.78,4.63,0.22,0.25,0.26,13.0,22.33,20.61,9.0,14.19,14.0,14.0,20.19,17.78,9.0,10.0,8.54,15.0,14.56,11.99,4.0,5.07,5.15,9.0,9.48,8.95,10.0,10.48,10.69,885.0,828.33,513.71,55.0,83.74,114.26,228.0,266.81,223.91,393.0,350.44,257.79,152.0,219.22,227.11,24.0,35.52,42.23,19.0,27.67,29.09,43.05,43.8,24.81,49.4,43.41,24.23,564.0,519.04,309.79,1496.0,1439.41,858.13,16.0,28.96,28.86,18.0,19.48,16.96,4.0,8.67,11.91,15.0,17.89,17.83,10.0,14.3,16.18,629.0,566.04,339.0,31.0,55.85,69.12,10.0,14.52,12.82,10.0,16.33,15.12,1.0,2.04,3.2,12.0,26.44,42.57,57.0,56.22,40.61,9.0,13.7,13.55,11.0,14.22,13.78,50.0,50.11,23.22
19,West Ham,28.32,28.6,5.01,20.0,20.92,8.28,14.0,14.96,10.52,1070.0,1341.92,885.12,0.0,1.44,2.47,1.0,0.92,1.47,2.0,2.88,2.59,0.0,0.12,0.33,1.2,1.74,2.17,1.1,1.23,1.38,11.0,22.36,29.38,31.0,43.68,40.19,21.0,43.36,55.69,0.0,0.09,0.13,0.03,0.08,0.14,0.07,0.14,0.16,0.08,0.1,0.1,1.7,1.7,0.03,68.85,68.85,8.13,17.45,17.45,1.06,0.0,0.0,,28.0,24.37,14.1,0.23,0.39,0.41,0.0,0.05,0.06,16.7,17.72,5.61,510.0,519.0,398.0,79.9,78.62,7.81,8497.0,9131.32,7192.99,89.8,88.7,7.05,85.7,83.22,10.74,54.9,52.56,19.15,9.0,11.96,12.12,37.0,38.52,32.99,4.0,9.76,12.17,1.0,2.56,3.47,31.0,43.68,40.19,18.0,29.48,29.8,2.37,2.21,1.48,1.0,2.2,3.07,0.1,0.13,0.17,17.0,22.52,19.93,11.0,13.28,11.76,21.0,18.88,14.75,7.0,9.04,7.45,14.0,16.36,13.28,4.0,6.28,8.23,9.0,10.08,7.86,8.0,12.0,14.55,656.0,806.28,580.77,33.0,105.92,173.08,196.0,297.08,306.83,366.0,343.48,279.11,116.0,173.56,179.17,22.0,30.12,38.02,11.0,28.12,44.02,47.6,51.67,22.71,42.75,37.39,23.16,318.0,411.56,309.89,714.0,1060.64,918.69,11.0,22.36,29.38,10.0,14.4,16.36,2.0,6.36,12.98,11.0,17.6,19.02,6.0,14.36,21.96,455.0,515.2,380.52,21.0,43.36,55.69,14.0,15.56,13.62,11.0,14.56,16.8,1.0,2.68,4.11,11.0,21.64,26.62,43.0,55.52,46.69,10.0,20.92,26.32,12.0,19.84,18.47,50.0,51.28,16.38
20,Wolves,26.84,27.66,3.99,25.0,22.09,8.68,15.0,16.17,10.55,1364.0,1452.17,848.66,1.0,2.17,3.94,1.0,1.7,2.22,2.0,3.22,2.75,0.0,0.09,0.29,0.8,1.75,2.48,0.9,1.4,1.78,12.0,23.13,27.19,30.0,45.0,40.33,28.0,44.35,47.08,0.07,0.12,0.17,0.04,0.1,0.13,0.08,0.11,0.12,0.07,0.08,0.08,2.06,2.06,0.52,61.9,61.9,0.57,13.45,13.45,19.02,16.65,16.65,23.55,28.6,30.89,17.0,0.23,0.36,0.41,0.07,0.1,0.12,18.1,18.12,5.74,484.0,548.7,399.83,80.4,77.83,8.76,9479.0,9376.22,6297.29,90.4,88.33,6.89,86.4,84.72,9.49,56.7,52.61,15.68,10.0,12.3,12.44,24.0,38.57,32.72,4.0,10.65,12.65,1.0,2.7,3.46,30.0,45.0,40.33,21.0,29.17,27.53,1.78,1.82,1.09,3.0,3.91,4.14,0.18,0.26,0.25,19.0,30.87,27.01,12.0,18.13,16.8,18.0,25.91,22.58,7.0,11.83,12.98,15.0,17.48,12.35,4.0,5.78,6.02,9.0,11.7,10.16,9.0,11.83,9.64,724.0,852.09,555.89,55.0,99.7,144.52,304.0,299.61,245.34,328.0,384.39,308.1,123.0,178.52,182.8,23.0,27.74,31.09,14.0,27.48,33.76,46.4,44.09,22.68,41.7,42.69,23.05,390.0,466.74,297.89,1038.0,1298.22,894.12,12.0,23.13,27.19,13.0,17.7,21.73,3.0,5.57,8.41,16.0,22.3,22.25,11.0,14.09,14.89,482.0,544.43,360.97,28.0,44.35,47.08,14.0,19.3,17.11,10.0,16.61,16.75,1.0,2.48,3.3,10.0,21.09,29.87,43.0,64.17,49.34,10.0,17.48,17.43,15.0,18.87,19.68,40.7,46.5,24.19
